Name,Division,segment,order,speed_kmh
Khrystyna Salkova,F25-29,Swim,0,
Khrystyna Salkova,F25-29,T1,1,1.0
Khrystyna Salkova,F25-29,Bike,2,
Khrystyna Salkova,F25-29,T2,3,1.0
Khrystyna Salkova,F25-29,Run,4,
Franck Gérard,M55-59,Swim,0,
Franck Gérard,M55-59,T1,1,1.0
Franck Gérard,M55-59,Bike,2,
Franck Gérard,M55-59,T2,3,1.0
Franck Gérard,M55-59,Run,4,
Reda Slimani,M30-34,Swim,0,
Reda Slimani,M30-34,T1,1,1.0
Reda Slimani,M30-34,Bike,2,
Reda Slimani,M30-34,T2,3,1.0
Reda Slimani,M30-34,Run,4,
Javier Fernandez-Cabaleiro,M50-54,Swim,0,
Javier Fernandez-Cabaleiro,M50-54,T1,1,1.0
Javier Fernandez-Cabaleiro,M50-54,Bike,2,
Javier Fernandez-Cabaleiro,M50-54,T2,3,1.0
Javier Fernandez-Cabaleiro,M50-54,Run,4,
Mohammed Idrissi Serghini,M35-39,Swim,0,
Mohammed Idrissi Serghini,M35-39,T1,1,1.0
Mohammed Idrissi Serghini,M35-39,Bike,2,
Mohammed Idrissi Serghini,M35-39,T2,3,1.0
Mohammed Idrissi Serghini,M35-39,Run,4,
Loris Nazon,M35-39,Swim,0,3.5
Loris Nazon,M35-39,T1,1,1.0
Loris Nazon,M35-39,Bike,2,
Loris Nazon,M35-39,T2,3,1.0
Loris Nazon,M35-39,Run,4,
Mohamed Alromaithi,M35-39,Swim,0,
Mohamed Alromaithi,M35-39,T1,1,1.0
Mohamed Alromaithi,M35-39,Bike,2,
Mohamed Alromaithi,M35-39,T2,3,1.0
Mohamed Alromaithi,M35-39,Run,4,
Arnaitz Burgoa,M45-49,Swim,0,4.0
Arnaitz Burgoa,M45-49,T1,1,1.0
Arnaitz Burgoa,M45-49,Bike,2,
Arnaitz Burgoa,M45-49,T2,3,1.0
Arnaitz Burgoa,M45-49,Run,4,
Hatim Boukhris,M45-49,Swim,0,
Hatim Boukhris,M45-49,T1,1,1.0
Hatim Boukhris,M45-49,Bike,2,
Hatim Boukhris,M45-49,T2,3,1.0
Hatim Boukhris,M45-49,Run,4,
Amine Saydy,M40-44,Swim,0,5.5
Amine Saydy,M40-44,T1,1,1.0
Amine Saydy,M40-44,Bike,2,31.4
Amine Saydy,M40-44,T2,3,1.0
Amine Saydy,M40-44,Run,4,22.9
Arnas Stasiulis,M18-24,Swim,0,
Arnas Stasiulis,M18-24,T1,1,1.0
Arnas Stasiulis,M18-24,Bike,2,
Arnas Stasiulis,M18-24,T2,3,1.0
Arnas Stasiulis,M18-24,Run,4,
Imane Atif,F35-39,Swim,0,2.4
Imane Atif,F35-39,T1,1,1.0
Imane Atif,F35-39,Bike,2,
Imane Atif,F35-39,T2,3,1.0
Imane Atif,F35-39,Run,4,
Karim Bahbah,M35-39,Swim,0,
Karim Bahbah,M35-39,T1,1,1.0
Karim Bahbah,M35-39,Bike,2,
Karim Bahbah,M35-39,T2,3,1.0
Karim Bahbah,M35-39,Run,4,
Olivier Robin,M60-64,Swim,0,
Olivier Robin,M60-64,T1,1,1.0
Olivier Robin,M60-64,Bike,2,
Olivier Robin,M60-64,T2,3,1.0
Olivier Robin,M60-64,Run,4,
Abdulla Shaheen Alkaabi,M35-39,Swim,0,
Abdulla Shaheen Alkaabi,M35-39,T1,1,1.0
Abdulla Shaheen Alkaabi,M35-39,Bike,2,
Abdulla Shaheen Alkaabi,M35-39,T2,3,1.0
Abdulla Shaheen Alkaabi,M35-39,Run,4,
Thomas Maximilian Ablinger-Palla,M30-34,Swim,0,
Thomas Maximilian Ablinger-Palla,M30-34,T1,1,1.0
Thomas Maximilian Ablinger-Palla,M30-34,Bike,2,
Thomas Maximilian Ablinger-Palla,M30-34,T2,3,1.0
Thomas Maximilian Ablinger-Palla,M30-34,Run,4,
Marc Fioriti,M30-34,Swim,0,
Marc Fioriti,M30-34,T1,1,1.0
Marc Fioriti,M30-34,Bike,2,
Marc Fioriti,M30-34,T2,3,1.0
Marc Fioriti,M30-34,Run,4,
Andrea Meloni,M50-54,Swim,0,
Andrea Meloni,M50-54,T1,1,1.0
Andrea Meloni,M50-54,Bike,2,
Andrea Meloni,M50-54,T2,3,1.0
Andrea Meloni,M50-54,Run,4,
